time,i_value,j_value,latitude,longitude,u_west_to_east_wind,v_south_to_north_wind,temprature,relative_humidity,vertical_velocity,pressure,water_vapour,turbulent_kinatic_energy,precipitation_rate,sensible_heat_flux,latent_heat_flux,tracer_concentration
16.4,56,14,33.227,-81.636,-2.27529,1.11343,21.90792,59.2212,120.07158,1011.80762,9.83239,2.2112,506.42764,-17.17084,0.0,0
17.2,37,39,33.252,-81.655,-4.43145,1.76854,21.65184,54.26414,-96.48905,1008.71191,8.89339,0.63774,383.53793,62.94672,4.86e-10,1
15.3,31,17,33.23,-81.661,-5.84185,2.45946,19.98122,67.28989,-0.66639,1009.86694,9.91457,1.70687,305.49173,-3.65742,0.0,0
17.0,42,37,33.25,-81.65,-4.36149,1.73103,21.97355,58.12512,88.48007,1008.36255,9.72416,1.51312,318.28125,18.45352,1.34e-09,1
17.8,68,28,33.241,-81.624,-4.50477,-1.16056,22.747,53.15,108.62045,1008.35425,9.33102,2.38848,246.14099,-52.64217,0.0,0
17.9,23,45,33.258,-81.669,-4.95068,0.40587,22.66627,53.38225,-32.87077,1009.96985,9.31041,1.08708,393.27344,7.50345,5.85e-11,1
13.7,33,41,33.254,-81.659,-5.32934,2.07842,18.44512,77.86995,-0.03368,1010.2962,10.39985,1.056,159.60741,2.47873,3.22e-10,1
15.9,45,52,33.265,-81.647,-4.39948,1.08257,20.32258,69.64442,-19.12065,1010.11176,10.48291,2.23129,194.92662,0.18078,0.0,0
17.2,56,28,33.241,-81.636,-7.20851,1.10268,22.02055,56.77585,-64.07272,1009.16382,9.51847,2.29023,521.12976,3.37634,0.0,0
15.4,18,43,33.256,-81.674,-5.19003,2.36024,19.92034,69.56154,-14.16275,1010.27551,10.20575,0.77604,257.94467,12.90486,1.59e-11,1
15.5,49,14,33.227,-81.643,-4.53248,3.39938,20.20709,67.06945,-27.65854,1010.67096,10.0164,1.31141,215.71338,-25.18214,0.0,0
17.7,10,53,33.266,-81.682,-3.08093,-1.25666,22.86898,53.96791,2.01279,1011.14124,9.52021,1.95599,525.49091,19.34035,1.81e-11,1
17.7,21,42,33.255,-81.671,-4.27389,1.74384,22.65296,52.49299,88.37663,1008.76251,9.15886,1.32139,398.1799,16.94692,2.4e-11,1
17.7,12,51,33.264,-81.68,-3.63768,-0.60678,22.87731,53.82501,12.99501,1011.21118,9.49994,1.67825,496.4191,-30.05054,6.51e-12,1
15.1,19,41,33.254,-81.673,-4.77966,2.37931,19.78616,70.5451,24.52058,1010.01373,10.2651,0.91801,222.72392,-8.63317,1.24e-10,1
12.7,53,41,33.254,-81.639,-5.46973,1.73551,17.20067,85.77238,-13.00183,1008.15997,10.59768,1.81292,63.6836,1.97772,0.0,0
12.8,34,40,33.253,-81.658,-5.57762,2.30166,17.43635,84.38032,-16.62579,1009.21588,10.57409,0.99267,77.11551,1.32661,1.61e-09,1
15.2,48,36,33.249,-81.644,-5.76398,1.09249,19.46023,73.38622,-32.72819,1009.26001,10.4677,1.20996,260.83646,-0.98433,0.0,0
12.6,37,25,33.238,-81.655,-5.43934,1.77923,17.40086,84.6925,-8.31351,1008.24158,10.59935,1.76041,68.62091,2.09854,0.0,0
12.8,34,60,33.273,-81.658,-4.22911,1.52905,17.64319,83.44761,13.00642,1011.86957,10.56905,1.32404,72.99673,3.57944,0.0,0
18.0,19,46,33.259,-81.673,-5.34645,-1.4647,22.67232,52.87955,12.22091,1009.70502,9.22853,0.87538,434.49661,21.61343,5.75e-12,1
15.6,7,41,33.254,-81.685,-5.11276,1.71883,20.42151,64.93487,25.7126,1011.29822,9.82222,1.16282,238.03593,-5.11007,6.94e-11,1
15.4,54,16,33.229,-81.638,-2.75566,0.19414,20.73927,67.25189,71.61482,1011.29639,10.38008,1.39325,335.11417,-4.73027,0.0,0
13.6,39,36,33.249,-81.653,-4.65619,2.62296,18.34305,78.42566,-6.63974,1009.25464,10.41678,1.2707,147.88016,3.0122,0.0,0
14.6,16,50,33.263,-81.676,-6.77941,0.6092,19.23881,73.99583,9.60973,1012.83142,10.36942,1.27833,196.81926,-2.63983,8.94e-13,1
14.3,29,40,33.253,-81.663,-4.96129,1.31438,19.06873,74.82397,63.26617,1009.86017,10.4036,1.34117,210.02348,-5.91725,3.66e-11,1
17.6,13,53,33.266,-81.679,-4.88054,-0.18958,22.70479,55.02164,56.11743,1011.32379,9.60595,2.29523,562.22491,7.16699,3.22e-12,1
14.2,17,46,33.259,-81.675,-4.91435,1.99347,18.91661,74.79554,38.73115,1011.013,10.28714,1.20299,227.59152,5.59333,4.21e-10,1
15.0,57,20,33.233,-81.635,-5.91406,0.65983,19.78644,71.0294,-20.83126,1011.93396,10.31558,1.81434,357.14145,1.58291,0.0,0
14.1,9,43,33.256,-81.683,-5.49598,3.71428,18.78962,73.70668,-38.04039,1010.95819,10.05627,0.61665,256.90558,52.7692,1.14e-11,1
14.3,5,50,33.263,-81.687,-6.13088,0.45221,19.32407,71.884,142.33521,1012.51031,10.13156,2.83517,187.98526,23.60223,0.0,0
14.4,11,40,33.253,-81.681,-6.12387,2.1226,19.06072,74.10131,-2.06115,1010.85767,10.28759,1.30499,233.37405,-9.92753,1.61e-12,1
14.7,47,12,33.225,-81.645,-5.50248,3.1604,19.467,70.64204,-34.63217,1011.08191,10.062,1.39145,299.62476,6.51975,0.0,0
14.6,17,38,33.251,-81.675,-7.56148,1.54569,18.85047,74.38297,-63.00377,1009.76147,10.2003,0.57549,198.39659,9.32744,3.16e-11,1
17.7,36,40,33.253,-81.656,-6.3706,-1.99047,22.22333,55.98506,35.69944,1008.69305,9.51037,1.10416,520.95752,15.8375,1.05e-11,1
12.2,56,21,33.234,-81.636,-5.83406,1.83968,17.27732,85.64632,15.64977,1009.34943,10.62184,1.77714,83.83758,12.27797,0.0,0
12.0,31,19,33.232,-81.661,-4.99057,2.24517,17.23752,86.37606,-15.43704,1007.50043,10.70489,1.61484,33.84123,4.86985,0.0,0
15.2,11,4,33.217,-81.681,-5.37537,2.81163,19.78711,70.09792,-0.50277,1011.00507,10.19032,1.2854,199.96739,55.54874,0.0,0
17.2,72,65,33.278,-81.62,-4.1419,-0.66056,21.12999,65.03905,7.81004,1009.08319,10.31205,1.67556,544.4386,10.7691,0.0,0
14.0,10,47,33.26,-81.682,-5.81969,4.57501,18.7427,75.60372,-44.21116,1012.05634,10.27282,0.77128,348.43851,16.6957,3.31e-10,1
16.2,11,43,33.256,-81.681,-5.9446,3.19608,20.78507,60.20178,-95.17466,1010.21875,9.32974,0.32862,348.19394,126.17191,2.83e-11,1
17.9,9,53,33.266,-81.683,-6.18871,0.40754,22.67649,52.91927,-25.66267,1010.93488,9.22637,1.73068,764.90338,68.69607,4.98e-12,1
16.2,48,13,33.226,-81.644,-6.17207,3.02366,21.10009,59.90434,-64.85529,1010.33771,9.46823,1.96576,341.32059,19.10003,0.0,0
15.4,10,46,33.259,-81.682,-4.69638,1.79207,20.17875,68.02934,15.51145,1011.50745,10.13342,0.66238,242.38629,43.45452,2.33e-11,1
15.9,7,35,33.248,-81.685,-4.08728,2.86652,20.86723,59.30772,18.1523,1010.62463,9.23447,1.29302,399.03943,59.58119,0.0,0
15.7,23,62,33.275,-81.669,-5.22712,0.85573,20.01056,70.93597,-11.46462,1012.13727,10.44728,1.05907,206.89511,-8.19135,0.0,0
18.0,12,49,33.262,-81.68,-5.20984,-1.51783,22.9725,52.63126,34.19447,1010.8194,9.3481,1.53481,557.23401,29.77558,1.34e-12,1
15.0,4,4,33.217,-81.688,-5.01778,2.20736,19.82439,69.74882,23.77175,1011.02509,10.16337,2.35274,200.95172,61.58706,0.0,0
16.8,52,17,33.23,-81.64,-3.46269,3.48686,21.87966,56.07217,71.45117,1009.82941,9.31186,2.36049,382.77267,31.47861,0.0,0
15.5,11,49,33.262,-81.681,-5.75024,0.74928,19.97603,70.68272,-28.02714,1012.44232,10.38428,0.69379,301.49063,-7.04371,2.01e-12,1
16.4,35,34,33.247,-81.657,-6.35428,1.61403,20.53253,65.78994,-57.24592,1008.51129,10.05113,0.98472,315.67871,-26.29264,0.0,0
15.8,15,44,33.257,-81.677,-5.18598,2.14207,20.47732,66.16786,0.93736,1010.39716,10.05508,0.89062,210.26645,29.90545,2.19e-11,1
14.8,15,47,33.26,-81.677,-5.54923,1.76514,19.49006,72.47399,-6.04872,1011.20349,10.3367,0.94974,234.38492,-4.98601,8.04e-12,1
15.0,19,37,33.25,-81.673,-6.78557,1.18657,19.32789,71.60881,-58.99646,1009.40173,10.12701,0.54702,151.77429,-2.98743,2.68e-12,1
17.0,25,24,33.237,-81.667,-6.58014,1.74895,21.72594,53.99665,-104.04575,1009.99554,8.87971,1.63022,269.00299,-4.11169,0.0,0
16.9,19,58,33.271,-81.673,-5.37136,0.64763,21.07596,63.52421,-81.0205,1011.64172,10.01184,0.81453,545.48053,-1.67313,0.0,0
14.5,41,37,33.25,-81.651,-5.15443,2.73414,19.05256,74.69759,-40.00256,1009.71692,10.37692,1.42647,165.02505,0.91253,6.54e-09,1
16.2,16,43,33.256,-81.676,-6.18638,2.8801,20.81046,60.03664,-106.0724,1009.79785,9.32272,0.41788,283.34375,73.27681,1.15e-12,1
12.5,25,42,33.255,-81.667,-6.25905,2.28828,17.30734,85.36707,0.53494,1009.24237,10.60892,0.83023,54.52336,2.96961,1.81e-09,1
15.5,34,38,33.251,-81.658,-4.23665,0.35477,20.10454,70.52287,20.06005,1009.36365,10.47792,1.08456,224.30278,-5.11484,2.36e-09,1
15.2,4,36,33.249,-81.688,-3.52034,0.0849,20.32595,67.36292,112.31796,1011.64063,10.12644,2.57797,189.21873,-7.34025,0.0,0
13.0,78,35,33.248,-81.614,-5.12035,1.40759,17.21132,85.66283,-2.40958,1008.72345,10.5855,2.98717,167.40251,10.50754,0.0,0
12.8,14,58,33.271,-81.678,-4.38177,1.47258,17.62052,83.73431,24.81217,1010.84442,10.60073,1.28429,153.92488,1.67519,0.0,0
13.5,13,44,33.257,-81.679,-5.91417,1.89901,18.21205,79.35675,10.00054,1010.6283,10.43791,1.11198,166.12195,1.89196,2.47e-11,1
17.3,71,8,33.221,-81.621,-4.76031,4.30385,22.00837,53.50389,-60.69447,1007.93335,8.97453,1.25213,674.65503,66.97975,0.0,0
16.4,76,27,33.24,-81.616,-3.10245,0.76447,21.04181,65.21722,26.65042,1010.14972,10.27174,1.65147,368.01215,-12.55004,0.0,0
17.9,36,40,33.253,-81.656,-6.7573,-1.27245,22.92472,52.78342,131.29073,1008.64197,9.36785,1.49759,453.99399,20.50574,1.13e-09,1
15.8,19,11,33.224,-81.673,-4.51314,2.15445,20.71101,64.64178,46.72476,1010.32837,9.96924,2.07717,440.71249,56.71465,0.0,0
16.3,31,41,33.254,-81.661,-4.2922,0.85591,21.18526,64.36256,93.94356,1009.57898,10.2353,1.24878,317.49982,7.12588,0.0,0
13.1,5,45,33.258,-81.687,-4.83338,0.70143,18.11094,81.56921,20.30414,1012.24451,10.64221,1.36805,201.19183,12.8871,0.0,0
16.4,38,63,33.276,-81.654,-4.19529,0.37447,20.87427,67.12882,99.60822,1011.39648,10.44877,1.19888,172.65933,0.10913,0.0,0
15.3,32,38,33.251,-81.66,-4.91397,2.19983,19.81307,70.35957,67.83954,1009.26727,10.26255,0.99878,255.4167,7.83286,1.78e-10,1
15.1,21,39,33.252,-81.671,-6.3124,3.11637,19.50054,71.23468,-34.67335,1009.5741,10.18366,0.88876,301.18863,-4.04097,3.59e-10,1
16.2,15,12,33.225,-81.677,-4.86563,2.46102,21.04811,61.58851,21.02918,1010.11469,9.70455,2.05448,297.91702,61.02048,0.0,0
15.0,52,27,33.24,-81.64,-6.27907,1.50749,19.56758,72.24937,-41.30389,1010.42853,10.36365,1.58562,207.15106,2.25563,0.0,0
12.5,24,43,33.256,-81.668,-6.04875,2.43599,17.32233,85.26667,-8.59474,1009.52484,10.60369,0.80952,54.3024,3.51164,3.93e-10,1
16.8,31,20,33.233,-81.661,-5.61301,2.35753,21.62749,53.75223,-87.16703,1009.02686,8.79354,1.54889,453.56445,117.90448,0.0,0
17.7,7,50,33.263,-81.685,-3.47995,-1.08473,22.94705,52.81107,71.82594,1011.14294,9.36192,1.87761,487.94711,-12.58651,8.62e-12,1
15.0,33,64,33.277,-81.659,-6.41818,2.61895,19.1889,72.48675,-53.91932,1011.16858,10.14271,0.86438,218.7009,-0.01535,0.0,0
14.0,26,40,33.253,-81.666,-6.03193,1.57041,18.79275,76.06123,71.74187,1010.00885,10.38942,1.45292,161.69359,-1.15364,1.41e-10,1
12.6,52,31,33.244,-81.64,-5.24619,1.86438,17.32112,85.12591,-2.87823,1008.23877,10.59906,1.64504,46.18378,2.71701,0.0,0
15.8,12,49,33.262,-81.68,-4.73519,0.26081,20.76837,67.40978,58.2222,1012.17255,10.4147,1.33415,212.01527,-10.40034,8.04e-12,1
17.5,20,49,33.262,-81.672,-4.94521,-1.09087,22.45759,56.19048,31.13587,1011.10974,9.66216,1.28756,302.68558,-16.61385,9.65e-12,1
16.8,23,36,33.249,-81.669,-6.6786,0.99117,21.37362,59.21146,29.49705,1008.18408,9.54163,1.41483,311.47787,-13.39219,1.02e-10,1
15.8,40,37,33.25,-81.652,-3.5367,0.38826,20.4965,68.2603,5.48073,1009.38501,10.3961,1.23123,253.14999,-0.84177,6.72e-09,1
17.2,12,47,33.26,-81.68,-5.78784,1.03275,22.19444,55.64745,90.44263,1010.34045,9.42055,1.41804,348.11707,145.68008,6.58e-11,1
16.6,22,33,33.246,-81.67,-7.41425,0.52978,20.94899,62.71344,-25.52912,1008.9137,9.83213,1.01095,283.81238,0.25463,0.0,0
13.0,9,45,33.258,-81.683,-5.58839,1.53779,17.82708,82.36556,38.24552,1010.61511,10.5694,1.16484,184.17039,-4.4598,1.17e-11,1
13.5,65,27,33.24,-81.627,-5.40876,1.77709,18.12352,79.72238,0.97082,1010.00854,10.43316,1.89071,251.15498,4.41306,0.0,0
13.9,12,47,33.26,-81.68,-5.25851,2.75716,18.67819,76.34501,-26.77538,1011.62195,10.33527,1.18274,329.2749,14.5862,2.03e-10,1
17.3,73,58,33.271,-81.619,-3.15712,-0.52839,21.89724,61.29847,14.78969,1009.07587,10.19866,1.5245,391.37402,15.86789,0.0,0
17.6,68,22,33.235,-81.624,-6.05534,0.34038,22.68466,53.4194,27.25209,1009.99908,9.32699,2.51885,469.03705,29.78188,0.0,0
16.1,22,35,33.248,-81.67,-5.4792,0.87169,20.49501,64.94072,-4.46221,1008.79327,9.89551,0.80026,277.85172,33.99844,6.43e-12,1
12.4,41,41,33.254,-81.651,-5.63395,2.16012,17.08474,86.77912,-10.77341,1007.70093,10.64719,1.033,43.04472,1.2918,0.0,0
14.1,13,52,33.265,-81.679,-7.805,2.84993,18.83215,74.63341,-19.78379,1012.875,10.19073,1.95798,235.24086,13.65569,1.15e-12,1
13.8,27,45,33.258,-81.665,-5.44862,1.88695,18.65768,77.03294,12.5519,1011.56635,10.41532,1.21217,181.46675,-0.16316,7.47e-12,1
17.9,44,32,33.245,-81.648,-3.9284,1.99561,23.36095,47.87888,174.39792,1007.64001,8.73915,2.43375,328.61279,63.93343,0.0,0
17.8,17,43,33.256,-81.675,-3.74795,0.68669,23.25023,47.27633,217.71265,1008.83301,8.5612,2.32136,341.19836,57.27424,1.49e-11,1
16.2,11,49,33.262,-81.681,-6.52748,0.42857,21.00387,65.23154,42.7387,1011.93597,10.23127,1.2547,463.95425,40.41391,4.98e-12,1
13.9,41,5,33.218,-81.651,-4.33128,2.08819,18.80504,76.00261,2.32894,1010.90277,10.38034,1.54835,191.21155,0.52137,0.0,0
12.2,6,38,33.251,-81.686,-5.54299,1.89161,17.42328,85.2947,17.59535,1009.32324,10.67852,1.26912,70.75723,1.11333,0.0,0
15.8,19,6,33.219,-81.673,-5.27828,1.66057,20.86294,63.89931,52.82084,1011.68152,9.93629,1.26782,261.59326,81.23056,0.0,0
15.6,10,48,33.261,-81.682,-6.24234,0.48287,20.09753,70.10902,-21.26428,1012.18799,10.38216,0.90058,343.95819,-18.42231,6.9e-12,1
17.5,11,57,33.27,-81.681,-4.95652,-1.50656,22.00593,56.28852,-58.19149,1010.02734,9.41936,1.03604,654.14459,61.39888,2.3e-12,1
15.2,18,10,33.223,-81.674,-5.4113,3.37004,19.97449,68.75661,-19.07796,1010.91785,10.11572,1.2881,239.88904,39.31911,0.0,0
16.2,25,37,33.25,-81.667,-6.33486,1.61061,20.5509,65.17599,-23.70778,1008.71356,9.96739,0.93852,329.83841,-20.18151,1.06e-10,1
15.2,66,34,33.247,-81.626,-3.94829,0.92183,19.63485,73.03945,-1.21953,1009.39008,10.53279,1.54644,244.66612,-2.72375,0.0,0
14.1,13,47,33.26,-81.679,-6.53542,1.21069,18.93252,75.25666,33.07095,1011.427,10.3569,1.14044,207.54318,0.15823,1.61e-10,1
14.6,62,32,33.245,-81.63,-4.40242,1.41444,19.04583,75.4118,-5.54031,1009.35394,10.4755,1.62577,184.87787,-2.12328,0.0,0
15.5,18,44,33.257,-81.674,-5.40253,0.7573,20.25724,69.28107,115.44333,1010.41248,10.38191,1.26247,220.01338,-7.84321,7.71e-12,1
14.2,30,42,33.255,-81.662,-4.59643,1.48275,19.10309,74.36693,81.67827,1010.84711,10.35229,1.27948,212.39322,0.66968,1.15e-10,1
13.1,41,37,33.25,-81.651,-5.89533,2.30918,17.63564,82.56606,-6.40131,1009.0719,10.48181,1.28004,114.32208,5.97878,7.39e-09,1
14.3,18,39,33.252,-81.674,-7.99132,2.03081,18.70385,75.46076,-8.96685,1009.67108,10.25263,0.89222,223.28549,1.26297,1.65e-11,1
14.0,73,65,33.278,-81.619,-4.99611,1.5984,18.36033,78.05993,5.4603,1010.60657,10.36547,2.0264,274.00253,-4.61371,0.0,0
16.5,60,25,33.238,-81.632,-3.96126,0.79452,21.14277,63.4704,2.72689,1010.16522,10.06045,1.69534,290.25577,1.16564,0.0,0
13.5,66,45,33.258,-81.626,-5.44464,1.76446,17.91381,80.62492,-1.69293,1009.06592,10.42016,2.0581,255.00258,1.66478,0.0,0
16.3,64,56,33.269,-81.628,-3.31227,1.0209,20.7778,67.14563,0.0682,1010.41187,10.39858,1.8322,306.42868,11.59112,0.0,0
13.7,31,19,33.232,-81.661,-7.29082,3.43538,18.21915,78.3857,-111.81558,1009.88348,10.32258,1.28892,347.62589,9.44834,0.0,0
16.9,33,13,33.226,-81.659,-5.52426,1.03698,21.89756,56.20566,-24.47264,1009.16473,9.35061,1.83067,403.47214,-1.48353,0.0,0
15.8,33,46,33.259,-81.659,-3.91307,0.87162,20.34622,69.22133,13.05233,1010.59302,10.42967,1.12293,232.15549,-1.6895,0.0,0
13.9,53,46,33.259,-81.639,-5.1748,1.63721,18.57581,76.8169,1.72385,1009.24304,10.35636,2.21169,175.41444,3.06302,0.0,0
13.2,41,59,33.272,-81.651,-4.85116,1.55078,17.91025,81.38521,13.05257,1012.37048,10.4809,1.77545,120.48126,5.85911,0.0,0
15.1,18,8,33.221,-81.674,-6.34914,2.92606,19.81634,69.53676,-17.15615,1011.38098,10.12363,1.01933,291.94672,67.1094,0.0,0
15.1,29,37,33.25,-81.663,-5.45565,2.47178,19.59536,71.24841,-32.07833,1009.26233,10.2503,1.104,222.40358,-1.77798,1.4e-11,1
12.4,38,10,33.223,-81.654,-5.58132,2.11813,17.42419,84.25771,0.13162,1008.47974,10.5583,1.52659,69.31691,8.94333,0.0,0
14.8,8,44,33.257,-81.684,-5.45689,2.72723,19.63173,69.35765,18.27882,1011.33331,9.98058,0.86034,363.86261,39.80992,1.43e-10,1
17.2,19,41,33.254,-81.673,-4.62139,2.06808,22.27878,54.70734,78.78339,1008.72083,9.32459,1.37741,308.68405,-15.14163,5.6e-11,1
13.0,18,46,33.259,-81.674,-5.91194,2.02422,17.66819,82.99955,-23.63859,1010.47552,10.54392,0.851,92.69308,2.97535,3.45e-11,1
13.6,21,22,33.235,-81.671,-5.88758,2.64321,18.51287,77.54778,-25.58169,1011.60852,10.38804,1.42471,129.63716,-1.80628,0.0,0
17.4,6,26,33.239,-81.686,-3.71994,2.64856,22.3993,51.93977,94.81152,1009.83069,8.91054,1.52162,338.4772,17.5284,0.0,0
12.0,47,33,33.246,-81.645,-5.79662,1.9632,16.94571,88.15951,0.76241,1006.74768,10.73016,1.34524,3.61427,-0.69074,0.0,0
17.7,20,43,33.256,-81.672,-4.6279,0.46488,22.89693,52.64312,151.9115,1008.93677,9.32436,1.61625,350.57843,0.39703,3.35e-11,1
15.2,37,23,33.236,-81.655,-5.31019,0.56467,19.93721,70.10915,51.27002,1009.5528,10.30445,2.18104,454.19778,-10.60643,0.0,0
15.7,14,41,33.254,-81.678,-5.02535,1.28117,20.64306,66.78763,55.95874,1010.0755,10.2592,1.14189,221.41948,-15.21331,2.49e-10,1
13.6,36,39,33.252,-81.656,-4.9461,2.20274,18.33317,78.59905,-1.16169,1009.81696,10.42733,1.19618,140.02884,1.26688,1.08e-09,1
13.3,57,63,33.276,-81.635,-5.01367,1.51642,17.73355,81.56763,12.02771,1009.2265,10.41885,1.55274,130.40562,4.57396,0.0,0
15.5,9,51,33.264,-81.683,-5.35348,0.58735,20.19456,69.7991,27.69933,1012.66162,10.39481,1.9446,206.93636,-11.64593,2.01e-12,1
16.1,75,18,33.231,-81.617,-5.45514,0.95961,20.72039,65.92093,-13.82836,1010.49176,10.17122,1.82315,288.04797,-0.54578,0.0,0
14.8,63,35,33.248,-81.629,-4.66437,1.36399,19.23254,74.50182,-4.54733,1009.3219,10.4732,1.69448,269.35748,-5.30804,0.0,0
17.5,18,29,33.242,-81.674,-2.69294,2.21337,22.67777,51.04577,38.31971,1009.65131,8.91166,1.23648,320.77686,-25.60425,0.0,0
17.1,25,41,33.254,-81.667,-3.86626,2.84012,21.75778,55.33604,-6.77285,1009.11853,9.12649,1.06802,453.20264,56.68155,8.38e-11,1
14.1,74,6,33.219,-81.618,-3.00708,1.28489,18.74967,76.11886,18.86409,1009.22418,10.37705,1.19496,183.69284,1.36372,0.0,0
16.7,69,37,33.25,-81.623,-4.03604,0.73987,21.21933,63.94512,49.06594,1008.44849,10.20209,1.54301,420.50644,13.12988,0.0,0
15.5,21,38,33.251,-81.671,-5.14317,3.00823,19.93841,67.45192,-80.7431,1009.24219,9.91818,0.71804,254.90456,8.00256,4.47e-10,1
12.5,42,42,33.255,-81.65,-5.43346,1.97752,17.08954,86.54874,-12.82238,1007.78876,10.62125,1.17908,53.60704,2.49241,0.0,0
17.1,23,40,33.253,-81.669,-5.43153,1.99299,21.67302,55.03398,-150.10536,1008.67755,9.03242,1.11449,403.79712,33.58805,4.33e-11,1
14.5,17,36,33.249,-81.675,-6.73327,1.32575,19.15243,73.89856,34.78839,1009.84961,10.32998,1.17492,149.21428,1.62592,0.0,0
15.0,16,39,33.252,-81.676,-6.64004,2.12731,19.49639,69.41154,-78.69581,1009.9234,9.91676,0.60437,153.17867,8.35548,2.86e-10,1
17.3,10,47,33.26,-81.682,-5.00675,0.39358,22.35478,55.08412,48.98624,1010.70984,9.41276,1.15733,342.97305,-133.18407,3.7e-11,1
15.8,73,19,33.232,-81.619,-4.61487,1.72233,20.59075,67.13589,-1.44638,1010.95032,10.26948,1.81364,300.76031,27.47058,0.0,0
14.2,64,34,33.247,-81.628,-4.92595,1.43114,18.72676,76.8269,-6.15546,1009.35718,10.45693,2.08685,328.00504,-3.96429,0.0,0
13.5,9,45,33.258,-81.683,-5.66395,1.83738,18.2659,78.93518,-8.51733,1011.05145,10.41387,1.16096,294.37485,-1.51155,2.65e-11,1
15.2,61,32,33.245,-81.631,-4.75538,0.8011,19.67478,72.76881,3.31795,1009.30481,10.52145,1.71998,291.43039,-3.36402,0.0,0
14.2,15,50,33.263,-81.677,-6.70962,2.92603,18.77568,74.2916,-101.37155,1012.78442,10.10834,0.72016,323.89661,12.63047,3.5e-12,1
16.1,13,41,33.254,-81.679,-5.94862,1.65663,20.86511,63.44421,49.1246,1009.96429,9.88411,1.13094,198.43433,-8.21213,7.12e-11,1
17.9,5,28,33.241,-81.687,-3.64725,3.63185,22.74429,49.0257,-102.26066,1009.50977,8.59627,2.38404,538.94745,-49.3709,0.0,0
17.0,49,33,33.246,-81.643,-4.24798,2.38505,21.62119,58.69544,-92.06018,1008.05035,9.60807,1.24855,269.31073,6.33827,0.0,0
16.8,13,39,33.252,-81.679,-5.41761,2.09563,21.46761,58.55406,15.94893,1009.42102,9.47981,0.73985,222.55246,-7.4449,2.36e-11,1
15.7,31,38,33.251,-81.661,-5.39784,2.45738,19.99553,69.09773,-65.39037,1009.03784,10.19905,1.25791,403.50021,12.00441,1.14e-09,1
14.0,8,51,33.264,-81.684,-4.00095,2.05768,19.24539,73.81932,94.49084,1012.7052,10.35034,1.96301,302.32254,7.42697,8.01e-12,1
17.0,25,41,33.254,-81.667,-4.046,0.01111,22.08697,58.36573,135.89685,1009.15637,9.82609,1.24945,338.28485,-18.19781,1.15e-12,1
12.5,19,45,33.258,-81.673,-5.81504,2.22443,17.33077,85.28771,14.05179,1009.44757,10.61281,0.79832,47.22638,2.69676,3.49e-10,1
17.5,42,46,33.259,-81.65,-6.63064,1.61948,21.7349,57.49663,-113.85036,1007.85492,9.48127,0.96954,345.02271,27.387,0.0,0
13.6,50,40,33.253,-81.642,-4.65051,1.83564,18.22272,79.10757,-9.04919,1009.11536,10.42818,1.77606,168.08916,2.25681,0.0,0
12.3,75,18,33.231,-81.617,-5.47628,1.26614,17.11324,86.77631,-3.33486,1009.29535,10.64924,1.99438,91.57169,3.44432,0.0,0
12.5,74,8,33.221,-81.618,-4.2717,1.0118,17.27555,85.24675,17.28056,1007.90045,10.58657,1.25808,101.36537,0.96746,0.0,0
13.9,10,47,33.26,-81.682,-6.54055,2.71995,18.71465,76.25487,-20.38997,1012.03345,10.34282,1.39458,364.27478,15.21377,9.5e-11,1
14.0,71,48,33.261,-81.621,-5.60649,2.21371,18.27579,78.3563,-24.06144,1009.36932,10.36167,2.2373,266.7496,4.12308,0.0,0
17.7,50,21,33.234,-81.642,-5.31771,5.14589,22.69198,47.13152,-23.38894,1009.12152,8.24051,2.15888,637.99133,-29.18964,0.0,0
13.5,57,14,33.227,-81.635,-3.28812,1.02975,18.80269,76.61966,35.69723,1012.53925,10.44572,1.57819,223.43614,0.54303,0.0,0
17.4,53,52,33.265,-81.639,-4.73185,1.25098,22.14047,57.85675,8.39352,1008.33716,9.78014,2.31457,552.2243,25.07512,0.0,0
13.3,48,38,33.251,-81.644,-5.02459,1.97917,17.84098,80.95808,-10.38972,1008.89001,10.41623,1.61415,130.10776,5.41706,0.0,0
17.6,10,34,33.247,-81.682,-5.70275,2.60375,22.75836,47.81739,60.04157,1009.53668,8.3919,1.95668,361.20956,103.07951,0.0,0
14.4,10,53,33.266,-81.682,-4.23335,1.5791,19.25594,73.57766,81.33047,1012.73566,10.32313,1.78811,207.18985,-32.87695,0.0,0
13.9,15,48,33.261,-81.677,-4.40895,2.23388,18.87305,75.74235,29.07438,1011.68213,10.38165,1.12091,141.72748,1.1865,2.95e-10,1
13.0,10,50,33.263,-81.682,-5.81085,2.0641,17.81098,82.58248,-11.6196,1012.15521,10.56967,1.04207,189.58501,2.03844,1.01e-12,1
17.4,8,58,33.271,-81.684,-5.63758,-1.12981,21.97252,58.23382,21.89599,1009.47626,9.73055,2.11102,598.37201,12.05678,2.3e-12,1
15.3,9,55,33.268,-81.683,-5.55921,0.66178,19.94904,70.86218,14.73419,1011.89429,10.39838,1.92136,330.89093,-0.89155,0.0,0
17.2,40,38,33.251,-81.652,-3.55389,1.62001,21.81255,56.97326,3.2254,1008.49451,9.43386,0.99047,327.21399,-9.45795,5.68e-10,1
